advertiserScreenName,impressionTime,type,value,tweetId,trendName
@PrimeVideo,2019-08-09 19:37:32,Locations,United States,,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@bradybuzz,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@shannonrwatts,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@davidhogg111,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@GiffordsCourage,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@sandyhook,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@JaclynCorin,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@AMarch4OurLives,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@GabbyGiffords,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@MomsDemand,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@cameron_kasky,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@Everytown,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Follower look-alikes,@Emma4Change,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Tailored audiences (lists),SHP - Donors - 040319,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Tailored audiences (lists),SHP - Full List - 040319,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Age,25 and up,1159252232220631042,
@sandyhook,2019-08-09 19:37:45,Locations,United States,1159252232220631042,
@SuaveBeauty,2019-08-09 19:37:31,Follower look-alikes,@IssaRae,1158787688788443137,
@SuaveBeauty,2019-08-09 19:37:31,Age,18 to 49,1158787688788443137,
@SuaveBeauty,2019-08-09 19:37:31,Locations,United States,1158787688788443137,
@SuaveBeauty,2019-08-09 19:37:31,Gender,Women,1158787688788443137,
@VaselineBrand,2019-08-09 19:37:37,Follower look-alikes,@IssaRae,1158397518780293126,
@VaselineBrand,2019-08-09 19:37:37,Conversation topics,Vaseline,1158397518780293126,
@VaselineBrand,2019-08-09 19:37:37,Age,25 to 54,1158397518780293126,
@VaselineBrand,2019-08-09 19:37:37,Locations,United States,1158397518780293126,
@VaselineBrand,2019-08-09 19:37:37,Gender,Women,1158397518780293126,
@CityJournal,2019-08-09 21:30:15,Follower look-alikes,@NRO,1097583257644863491,
@CityJournal,2019-08-09 21:30:15,Follower look-alikes,@charlescwcooke,1097583257644863491,
@CityJournal,2019-08-09 21:30:15,Follower look-alikes,@JonahDispatch,1097583257644863491,
@CityJournal,2019-08-09 21:30:15,Locations,United States,1097583257644863491,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@nytimes,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@MONEY,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@businessinsider,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@NBCNews,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@FT,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@USATODAY,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@business,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@FinancialTimes,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@WSJbusiness,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@WSJ,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@TheEconomist,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@Forbes,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@MarketWatch,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Follower look-alikes,@MSNBC,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Tailored audiences (web),Contact Advivor Submit,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Tailored audiences (lists),LinkedIn Advisor Exclusion_Discodata_6.27,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Behaviors,"US - Net worth: $25,000 to $49,999",1156987074228162560,
@smartasset,2019-08-09 21:05:17,Tailored audiences (lists),Valid CRM leads YTD_7.9,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Behaviors,US - Home renter,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Behaviors,US - Home renter,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Behaviors,"US - Net worth: $50,000 to $74,999",1156987074228162560,
@smartasset,2019-08-09 21:05:17,Behaviors,"US - Net worth: $1 - $100,000",1156987074228162560,
@smartasset,2019-08-09 21:05:17,Languages,English,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Age,50 and up,1156987074228162560,
@smartasset,2019-08-09 21:05:17,Locations,United States,1156987074228162560,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@CIRonline,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@morningmika,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@TheAtlantic,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@ezraklein,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@latimes,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@nytimes,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@NRO,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@DavidCornDC,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@NPR,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@NiemanLab,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@cnnbrk,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@NBCNightlyNews,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@AP,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@politico,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@TIME,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@TPM,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@newrepublic,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@mitchellreports,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@CBSNews,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@davidaxelrod,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@voxdotcom,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@davidfrum,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@NPRextra,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@BBCWorld,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@ABC,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@publicintegrity,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@wolfblitzer,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@npratc,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@mtaibbi,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@MaddowBlog,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@ACLU,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@NBCNews,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@Slate,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@Newsweek,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@camanpour,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@PBS,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@USATODAY,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@mmfa,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@chrislhayes,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@thedailybeast,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@jaketapper,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@FiveThirtyEight,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@megynkelly,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@WSJ,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@CNN,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@FoxNews,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@propublica,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@Lawrence,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@axios,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@KeithOlbermann,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@TheDailyShow,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@NewsHour,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@Reuters,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@NewYorker,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@60Minutes,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@HuffPost,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@BuzzFeedNews,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@JoyAnnReid,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@BBCBreaking,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@theintercept,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Follower look-alikes,@washingtonpost,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,OS versions,iOS 12.2 and above,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Age,35 and up,1119276376186601472,
@AppleNews,2019-08-09 21:52:04,Locations,United States,1119276376186601472,
@MTV,2019-08-09 21:06:05,Keywords,Taylor Swift,1159175696826028032,
@MTV,2019-08-09 21:06:05,Languages,English,1159175696826028032,
@MTV,2019-08-09 21:06:05,Age,13 to 34,1159175696826028032,
@MTV,2019-08-09 21:06:05,Locations,United States,1159175696826028032,
@VaselineBrand,2019-08-09 21:05:17,Follower look-alikes,@IssaRae,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Conversation topics,Vaseline,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Keywords,aging,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Keywords,face masks,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Keywords,#aging,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Keywords,#moisturizing,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Keywords,#moisturize,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Keywords,moisturizing,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Keywords,face mask,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Keywords,skin care,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Keywords,moisturize,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Age,25 to 54,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Locations,United States,1158397736808603648,
@VaselineBrand,2019-08-09 21:05:17,Gender,Women,1158397736808603648,
@Medtronic,2019-08-09 21:30:15,Keywords,BigData,1143579615216197632,
@Medtronic,2019-08-09 21:30:15,Languages,English,1143579615216197632,
@Medtronic,2019-08-09 21:30:15,Age,25 and up,1143579615216197632,
@Medtronic,2019-08-09 21:30:15,Locations,United States,1143579615216197632,
@ComEd,2019-08-09 21:30:15,Interests,Space and astronomy,1156616513144512517,
@ComEd,2019-08-09 21:30:15,Interests,Science news,1156616513144512517,
@ComEd,2019-08-09 21:30:15,Locations,United States,1156616513144512517,
@ewarren,2019-08-09 23:59:06,Follower look-alikes,@SenWarren,1148327119535181824,
@ewarren,2019-08-09 23:59:06,Follower look-alikes,@ewarren,1148327119535181824,
@ewarren,2019-08-09 23:59:06,Conversation topics,Elizabeth Warren,1148327119535181824,
@ewarren,2019-08-09 23:59:06,Tailored audiences (lists),FEL 2.5.19,1148327119535181824,
@ewarren,2019-08-09 23:59:06,Tailored audiences (lists),FEL_2.4.18,1148327119535181824,
@ewarren,2019-08-09 23:59:06,Locations,United States,1148327119535181824,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@ZDNet,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@karaswisher,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@ForbesTech,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@cnntech,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@verge,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@Gizmodo,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@WIRED,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@FastCompany,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@TechCrunch,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@technology,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@engadget,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@TheEconomist,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@CNET,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@fmanjoo,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@Forbes,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@mashable,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Follower look-alikes,@ktbenner,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Locations,United States,1158379013049593860,
@BestBuy,2019-08-10 00:48:28,Platforms,iOS,1158379013049593860,
@Chrysler,2019-08-10 00:19:12,Keywords,#van,1142100657106837509,
@Chrysler,2019-08-10 00:19:12,Keywords,van,1142100657106837509,
@Chrysler,2019-08-10 00:19:12,Age,18 and up,1142100657106837509,
@Chrysler,2019-08-10 00:19:12,Locations,United States,1142100657106837509,
@TalentiGelato,2019-08-10 00:19:25,Conversation topics,Starbucks,1156863119689318401,
@TalentiGelato,2019-08-10 00:19:25,Age,18 and up,1156863119689318401,
@TalentiGelato,2019-08-10 00:19:25,Locations,United States,1156863119689318401,
@JudicialWatch,2019-08-10 00:17:00,Interests,Government,,
@JudicialWatch,2019-08-10 00:17:00,Interests,U.S. military,,
@JudicialWatch,2019-08-10 00:17:00,Interests,Political elections,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@NRO,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@marcorubio,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@realDonaldTrump,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@KellyannePolls,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@DonaldJTrumpJr,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@thehill,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@HouseGOP,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@BenSasse,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@tedcruz,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@BretBaier,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@GOP,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@FoxNews,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@VP,,
@JudicialWatch,2019-08-10 00:17:00,Follower look-alikes,@Heritage,,
@JudicialWatch,2019-08-10 00:17:00,Keywords,#Trump,,
@JudicialWatch,2019-08-10 00:17:00,Keywords,#VoteRed,,
@JudicialWatch,2019-08-10 00:17:00,Keywords,#votered,,
@JudicialWatch,2019-08-10 00:17:00,Age,18 and up,,
@JudicialWatch,2019-08-10 00:17:00,Locations,United States,,
@dscc,2019-08-10 00:10:09,Follower look-alikes,@SenateDems,1104076902116085762,
@dscc,2019-08-10 00:10:09,Age,35 and up,1104076902116085762,
@dscc,2019-08-10 00:10:09,Locations,Illinois,1104076902116085762,
@ATLMeetings,2019-08-10 00:44:48,Follower look-alikes,@PCMag,,
@ATLMeetings,2019-08-10 00:44:48,Locations,"Chicago IL, US",,
@prosehair,2019-08-10 00:19:12,Tailored audiences (web),Purchase (Purchase),1157084021869830145,
@prosehair,2019-08-10 00:19:12,Tailored audiences (web),Website visits (PageView),1157084021869830145,
@prosehair,2019-08-10 00:19:12,Tailored audiences (lists),Prose_Buyers_06-24-2018,1157084021869830145,
@prosehair,2019-08-10 00:19:12,Age,18 to 54,1157084021869830145,
@prosehair,2019-08-10 00:19:12,Locations,United States,1157084021869830145,
@prosehair,2019-08-10 00:19:12,Gender,Women,1157084021869830145,
@nytimes,2019-08-10 00:19:12,Interests,Political elections,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Follower look-alikes,@ewarren,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Follower look-alikes,@NBCNews,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Follower look-alikes,@JoeBiden,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Follower look-alikes,@CNN,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Conversation topics,Kamala Harris,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Conversation topics,Bernie Sanders,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Conversation topics,Government/Education,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Conversation topics,Political News,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Keywords,bernie sanders,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Keywords,elizabeth warren,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Keywords,michael bennet,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Keywords,donald trump,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Tailored audiences (web),MKTG_Subs_AlwaysOn,1143589864136466434,
@nytimes,2019-08-10 00:19:12,Locations,United States,1143589864136466434,
@BitdefenderBOX,2019-08-10 01:12:36,Follower look-alikes,@PCMag,1159973885518983179,
@BitdefenderBOX,2019-08-10 01:12:36,Age,21 to 49,1159973885518983179,
@BitdefenderBOX,2019-08-10 01:12:36,Locations,United States,1159973885518983179,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@bradybuzz,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@shannonrwatts,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@davidhogg111,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@GiffordsCourage,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@sandyhook,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@JaclynCorin,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@AMarch4OurLives,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@GabbyGiffords,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@MomsDemand,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@cameron_kasky,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@Everytown,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Follower look-alikes,@Emma4Change,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Tailored audiences (lists),SHP - Donors - 040319,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Tailored audiences (lists),SHP - Full List - 040319,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Age,25 and up,1159252232220631042,
@sandyhook,2019-08-10 01:12:09,Locations,United States,1159252232220631042,
@WashULaw_online,2019-08-10 13:56:41,Keywords,arbitration,1158429340310179849,
@WashULaw_online,2019-08-10 13:56:41,Languages,English,1158429340310179849,
@WashULaw_online,2019-08-10 13:56:41,Age,21 to 54,1158429340310179849,
@WashULaw_online,2019-08-10 13:56:41,Locations,Illinois,1158429340310179849,
@WashULaw_online,2019-08-10 13:56:41,Platforms,iOS,1158429340310179849,
@SyracuseComm,2019-08-10 13:56:40,Follower look-alikes,@Entrepreneur,1057352480827170816,
@SyracuseComm,2019-08-10 13:56:40,Age,21 to 49,1057352480827170816,
@SyracuseComm,2019-08-10 13:56:40,Locations,Illinois,1057352480827170816,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@bradybuzz,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@shannonrwatts,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@davidhogg111,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@GiffordsCourage,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@sandyhook,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@JaclynCorin,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@AMarch4OurLives,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@GabbyGiffords,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@MomsDemand,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@cameron_kasky,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@Everytown,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Follower look-alikes,@Emma4Change,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Tailored audiences (lists),SHP - Donors - 040319,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Tailored audiences (lists),SHP - Full List - 040319,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Age,25 and up,1159252232220631042,
@sandyhook,2019-08-10 13:56:40,Locations,United States,1159252232220631042,
@PeteButtigieg,2019-08-10 13:56:40,Follower look-alikes,@bradybuzz,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Follower look-alikes,@davidhogg111,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Follower look-alikes,@GiffordsCourage,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Follower look-alikes,@sandyhook,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Follower look-alikes,@AMarch4OurLives,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Follower look-alikes,@GabbyGiffords,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Follower look-alikes,@MomsDemand,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Follower look-alikes,@cameron_kasky,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Follower look-alikes,@Everytown,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Follower look-alikes,@Emma4Change,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Tailored audiences (lists),20190606 fulllist,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Tailored audiences (lists),20190717 fulllist v2,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Tailored audiences (web),Act Blue Conversion Page Tag,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Tailored audiences (lists),20190723 List Suppression ,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Languages,English,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Age,18 and up,1158821216326684672,
@PeteButtigieg,2019-08-10 13:56:40,Locations,United States,1158821216326684672,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@keithellison,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@AmyMcGrathKY,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@shannonrwatts,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@staceyabrams,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@AndrewGillum,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@SenWhitehouse,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@justicedems,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@RepMaxineWaters,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@repjohnlewis,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@RepCummings,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@TomPerez,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@swingleft,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@SpeakerPelosi,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@joncoopertweets,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@PPact,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@shaunking,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@ShuttleCDRKelly,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@SenFeinstein,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@MomsDemand,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@ChrisMurphyCT,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@Emma4Change,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Follower look-alikes,@tedlieu,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Tailored audiences (lists),20190606 fulllist,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Tailored audiences (lists),20190723 List Suppression ,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Tailored audiences (web),Act Blue Conversion Page Tag,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Tailored audiences (lists),20190717 fulllist v2,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Languages,English,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Age,18 and up,1159214193071087618,
@PeteButtigieg,2019-08-10 12:17:05,Locations,United States,1159214193071087618,
@sandyhook,2019-08-10 12:17:05,Follower look-alikes,@bradybuzz,1159568151396462598,
@sandyhook,2019-08-10 12:17:05,Follower look-alikes,@shannonrwatts,1159568151396462598,
@sandyhook,2019-08-10 12:17:05,Follower look-alikes,@davidhogg111,1159568151396462598,
@sandyhook,2019-08-10 12:17:05,Follower look-alikes,@GiffordsCourage,1159568151396462598,
@sandyhook,2019-08-10 12:17:05,Follower look-alikes,@sandyhook,1159568151396462598,
